id,name,group,group_en,category,category_en,recommendation,recommendation_en,description,description_en
pgx_psychiatric_drugs_vortioxetine,vortioxetine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,"EMA-approved drug label:
Cân nhắc điều chỉnh liều lượng thuốc dựa trên đáp ứng của bệnh nhân.","EMA-approved drug label:
A dose adjustment may be considered depending on individual patient response.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_fluoxetine/olanzapine,fluoxetine/olanzapine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_cevimeline,cevimeline,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_deutetrabenazine,deutetrabenazine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_lofexidine,lofexidine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_methadone,methadone,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Sử dụng liều theo tuổi và cân nặng như được khuyến cáo trên nhãn thuốc.","CPIC:
Use label recommended age- or weight-specific dosing.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_pitolisant,pitolisant,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_valbenazine,valbenazine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_dextromethorphan/quinidine,dextromethorphan/quinidine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_carbamazepine,carbamazepine,Thuốc điều trị tâm thần,psychiatric drugs,TRÁNH SỬ DỤNG,Avoid,"CPIC:
Người mang kiểu hình này có nguy cơ cao mắc hội chứng Stevens-Johnson và hoại tử thượng bì nhiễm độc (SJS/TEN), hội chứng phát ban do thuốc kèm theo tăng bạch cầu ái toan và nhiều triệu chứng toàn thân (DRESS) và phát ban dát sần (MPE) do carbamazepine.
Nếu bệnh nhân chưa từng sử dụng carbamazepine và có sẵn các thuốc thay thế, không sử dụng carbamazepine.Nếu bệnh nhân chưa từng sử dụng carbamazepine và các thuốc thay thế không có sẵn, cân nhắc việc sử dụng carbamazepine, đồng thời phải tăng tần suất theo dõi trên lâm sàng. Ngừng điều trị ngay khi có các dấu hiệu đầu tiên của phản ứng có hại trên da.Khoảng thời gian tiềm tàng của phản ứng có hại trên da khác nhau giữa các kiểu hình phản ứng; tuy nhiên, tất cả thường xảy ra trong vòng 3 tháng kể từ khi dùng thuốc. Do đó, nếu bệnh nhân trước đó đã sử dụng carbamazepine dài hơn 3 tháng mà không xảy ra các phản ứng có hại trên da, có thể thận trọng xem xét việc sử dụng carbamazepine.","CPIC:
This phenotype is associated with an increased risk of carbamazepine-induced SJS/TEN, DRESS, and MPE.
If patient is carbamazepine-naive and alternative agents are available, do not use carbamazepine.If patient is carbamazepine-naive and alternative agents are not available, consider the use of carbamazepine with increased frequency of clinical monitoring. Discontinue therapy at first evidence of a cutaneous adverse reaction.The latency period for cutaneous adverse drug reactions is variable depending on phenotype; however, all usually occur within 3 months of regular dosing. Therefore, if patient has previously used carbamazepine for longer than 3 months without incidence of cutaneous adverse reactions, cautiously consider use of carbamazepine.","Các alen HLA (HLA-B*15:02 và HLA-A*31:01) là những biến thể quan trọng nhất liên quan đến đặc điểm dược lý di truyền của carbamazepine (CBZ). HLA-B*15:02 là alen có mối liên quan chặt chẽ nhất với nguy cơ gặp các phản ứng có hại nghiêm trọng khi sử dụng carbamazepine như hội chứng Stevens-Johsons (SJS) và hội chứng ly giải thượng bì nhiễm độc (TEN). Cơ chế được đề xuất cho sự kích hoạt các phản ứng quá mẫn với CBZ liên quan đến sự phân huỷ protein và sự trình diện các chất chuyển hoá của CBZ nhờ phân tử HLA. Alen HLA-B*15:02 có mối liên quan chặt chẽ với SJS/TEN gây ra bởi CBZ trên người Việt, người Đài Loan, người Hán, người Thái và người Ấn Độ nhưng mối liên quan này không được tìm thấy ở người da trắng và người Nhật Bản. Tương tự như HLA-B*15:02, alen HLA-B*31:01 cũng có mối liên quan đến các phản ứng có hại gây ra bởi CBZ trên các quần thể người châu Á.","The HLA alleles (HLA-B*15:02 and HLA-A*31:01) are the most important pharmacogenomic variants for carbamazpine (CBZ) to date. The allele most associated with risk for the severe ADRs, Stevens-Johnsons syndrome (SJS) and toxic epidermal necrolysis (TEN), in response to CBZ is HLA-B*15:02. One mechanism that has been suggested for how CBZ hypersensitivity is triggered involves the proteasomal degradation and HLA-dependent presentation of CBZ metabolites. HLA-B*15:02 allele is strongly associated with CBZ-induced SJS/TEN in Vietnamese, Taiwanese, Chinese, Thais and Indians but not in Caucasians or Japanese individuals. Similarly, HLA-A*31:01 has been associated with CBZ-induced ADRs in Asians."
pgx_anesthetics_desflurane,desflurane,Thuốc gây mê,anesthetics,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Người mang kiểu hình nãy vẫn có nguy cơ gặp phải bệnh tăng thân nhiệt ác tính. Chưa có bằng chứng khoa học nào chứng minh được tác động của di truyền lên nửa số ca mắc tăng thân nhiệt ác tính và đã bình phục.
Các kết quả lâm sàng, tiền sử gia đình, các xét nghiệm di truyền chuyên sâu hơn và các dữ liệu cận lâm sàng khác nên được sử dụng trong việc xem xét sử dụng các thuốc gây mê đường hô hấp dẫn chất halogen hay các thuốc giãn cơ khử cực.","CPIC:
This phenotype does not eliminate the chance that this patient is susceptible to malignant hyperthermia (MH). The genetic cause of about half of all MH survivors, with MH susceptibility confirmed by contracture testing, remains unknown.
Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane và sevoflurane là những thuốc gây mê hít được flo hóa chống chỉ định ở những bệnh nhân có các biến thể trong RYR1 và CACNA1S, theo hướng dẫn CPIC về các chất gây mê bay hơi và succinylcholine đối với gen RYR1 hoặc CACNA1S , ở một bệnh nhân có 1 trong số 50 biến thể của gen RYR1 hoặc CACNA1S được xem xét ở đây có thể dẫn đến tính nhạy cảm tăng thân nhiệt ác tính (MHS). MHS có thể dẫn đến các phản ứng đe dọa tính mạng đối với các chất gây mê bay hơi mạnh hoặc succinylcholine. Các gen và biến thể này có liên quan đến tác dụng phụ dược lực học của thuốc. Halothane, và ở mức độ thấp hơn các chất gây mê bay hơi khác, có liên quan đến hoại tử gan gây tử vong. Người ta thường coi mức độ chuyển hóa tương quan với độc tính: halothane được chuyển hóa nhiều nhất, sau đó là methoxyflurane> sevoflurane> enflurane> isoflurane> desflurane.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane, and sevoflurane are fluorinated inhaled anesthetics contraindicated in patients with variants in RYR1 and CACNA1S for volatile anesthetic agents and succinylcholine in the context of RYR1 or CACNA1S genotypes , the identification in a patient of 1 of the 50 variants in the RYR1 or CACNA1S genes reviewed here should lead to a presumption of malignant hyperthermia susceptibility (MHS). MHS can lead to life-threatening reactions to potent volatile anesthetic agents or succinylcholine.. These genes and variants are involved with the pharmacodynamics side effects of the drugs. Halothane, and to a lesser degree the other volatile anesthetics, have been associated with fatal hepatic necrosis. It is generally considered that the extent of metabolism correlates with the toxicity: halothane being the most extensively metabolized, then methoxyflurane > sevoflurane > enflurane > isoflurane > desflurane."
pgx_anesthetics_enflurane,enflurane,Thuốc gây mê,anesthetics,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Người mang kiểu hình nãy vẫn có nguy cơ gặp phải bệnh tăng thân nhiệt ác tính. Chưa có bằng chứng khoa học nào chứng minh được tác động của di truyền lên nửa số ca mắc tăng thân nhiệt ác tính và đã bình phục.
Các kết quả lâm sàng, tiền sử gia đình, các xét nghiệm di truyền chuyên sâu hơn và các dữ liệu cận lâm sàng khác nên được sử dụng trong việc xem xét sử dụng các thuốc gây mê đường hô hấp dẫn chất halogen hay các thuốc giãn cơ khử cực.","CPIC:
This phenotype does not eliminate the chance that this patient is susceptible to malignant hyperthermia (MH). The genetic cause of about half of all MH survivors, with MH susceptibility confirmed by contracture testing, remains unknown.
Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane và sevoflurane là những thuốc gây mê hít được flo hóa chống chỉ định ở những bệnh nhân có các biến thể trong RYR1 và CACNA1S, theo hướng dẫn CPIC về các chất gây mê bay hơi và succinylcholine đối với gen RYR1 hoặc CACNA1S , ở một bệnh nhân có 1 trong số 50 biến thể của gen RYR1 hoặc CACNA1S được xem xét ở đây có thể dẫn đến tính nhạy cảm tăng thân nhiệt ác tính (MHS). MHS có thể dẫn đến các phản ứng đe dọa tính mạng đối với các chất gây mê bay hơi mạnh hoặc succinylcholine. Các gen và biến thể này có liên quan đến tác dụng phụ dược lực học của thuốc. Halothane, và ở mức độ thấp hơn các chất gây mê bay hơi khác, có liên quan đến hoại tử gan gây tử vong. Người ta thường coi mức độ chuyển hóa tương quan với độc tính: halothane được chuyển hóa nhiều nhất, sau đó là methoxyflurane> sevoflurane> enflurane> isoflurane> desflurane.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane, and sevoflurane are fluorinated inhaled anesthetics contraindicated in patients with variants in RYR1 and CACNA1S for volatile anesthetic agents and succinylcholine in the context of RYR1 or CACNA1S genotypes , the identification in a patient of 1 of the 50 variants in the RYR1 or CACNA1S genes reviewed here should lead to a presumption of malignant hyperthermia susceptibility (MHS). MHS can lead to life-threatening reactions to potent volatile anesthetic agents or succinylcholine.. These genes and variants are involved with the pharmacodynamics side effects of the drugs. Halothane, and to a lesser degree the other volatile anesthetics, have been associated with fatal hepatic necrosis. It is generally considered that the extent of metabolism correlates with the toxicity: halothane being the most extensively metabolized, then methoxyflurane > sevoflurane > enflurane > isoflurane > desflurane."
pgx_anesthetics_halothane,halothane,Thuốc gây mê,anesthetics,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Người mang kiểu hình nãy vẫn có nguy cơ gặp phải bệnh tăng thân nhiệt ác tính. Chưa có bằng chứng khoa học nào chứng minh được tác động của di truyền lên nửa số ca mắc tăng thân nhiệt ác tính và đã bình phục.
Các kết quả lâm sàng, tiền sử gia đình, các xét nghiệm di truyền chuyên sâu hơn và các dữ liệu cận lâm sàng khác nên được sử dụng trong việc xem xét sử dụng các thuốc gây mê đường hô hấp dẫn chất halogen hay các thuốc giãn cơ khử cực.","CPIC:
This phenotype does not eliminate the chance that this patient is susceptible to malignant hyperthermia (MH). The genetic cause of about half of all MH survivors, with MH susceptibility confirmed by contracture testing, remains unknown.
Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane và sevoflurane là những thuốc gây mê hít được flo hóa chống chỉ định ở những bệnh nhân có các biến thể trong RYR1 và CACNA1S, theo hướng dẫn CPIC về các chất gây mê bay hơi và succinylcholine đối với gen RYR1 hoặc CACNA1S , ở một bệnh nhân có 1 trong số 50 biến thể của gen RYR1 hoặc CACNA1S được xem xét ở đây có thể dẫn đến tính nhạy cảm tăng thân nhiệt ác tính (MHS). MHS có thể dẫn đến các phản ứng đe dọa tính mạng đối với các chất gây mê bay hơi mạnh hoặc succinylcholine. Các gen và biến thể này có liên quan đến tác dụng phụ dược lực học của thuốc. Halothane, và ở mức độ thấp hơn các chất gây mê bay hơi khác, có liên quan đến hoại tử gan gây tử vong. Người ta thường coi mức độ chuyển hóa tương quan với độc tính: halothane được chuyển hóa nhiều nhất, sau đó là methoxyflurane> sevoflurane> enflurane> isoflurane> desflurane.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane, and sevoflurane are fluorinated inhaled anesthetics contraindicated in patients with variants in RYR1 and CACNA1S for volatile anesthetic agents and succinylcholine in the context of RYR1 or CACNA1S genotypes , the identification in a patient of 1 of the 50 variants in the RYR1 or CACNA1S genes reviewed here should lead to a presumption of malignant hyperthermia susceptibility (MHS). MHS can lead to life-threatening reactions to potent volatile anesthetic agents or succinylcholine.. These genes and variants are involved with the pharmacodynamics side effects of the drugs. Halothane, and to a lesser degree the other volatile anesthetics, have been associated with fatal hepatic necrosis. It is generally considered that the extent of metabolism correlates with the toxicity: halothane being the most extensively metabolized, then methoxyflurane > sevoflurane > enflurane > isoflurane > desflurane."
pgx_anesthetics_isoflurane,isoflurane,Thuốc gây mê,anesthetics,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Người mang kiểu hình nãy vẫn có nguy cơ gặp phải bệnh tăng thân nhiệt ác tính. Chưa có bằng chứng khoa học nào chứng minh được tác động của di truyền lên nửa số ca mắc tăng thân nhiệt ác tính và đã bình phục.
Các kết quả lâm sàng, tiền sử gia đình, các xét nghiệm di truyền chuyên sâu hơn và các dữ liệu cận lâm sàng khác nên được sử dụng trong việc xem xét sử dụng các thuốc gây mê đường hô hấp dẫn chất halogen hay các thuốc giãn cơ khử cực.","CPIC:
This phenotype does not eliminate the chance that this patient is susceptible to malignant hyperthermia (MH). The genetic cause of about half of all MH survivors, with MH susceptibility confirmed by contracture testing, remains unknown.
Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane và sevoflurane là những thuốc gây mê hít được flo hóa chống chỉ định ở những bệnh nhân có các biến thể trong RYR1 và CACNA1S, theo hướng dẫn CPIC về các chất gây mê bay hơi và succinylcholine đối với gen RYR1 hoặc CACNA1S , ở một bệnh nhân có 1 trong số 50 biến thể của gen RYR1 hoặc CACNA1S được xem xét ở đây có thể dẫn đến tính nhạy cảm tăng thân nhiệt ác tính (MHS). MHS có thể dẫn đến các phản ứng đe dọa tính mạng đối với các chất gây mê bay hơi mạnh hoặc succinylcholine. Các gen và biến thể này có liên quan đến tác dụng phụ dược lực học của thuốc. Halothane, và ở mức độ thấp hơn các chất gây mê bay hơi khác, có liên quan đến hoại tử gan gây tử vong. Người ta thường coi mức độ chuyển hóa tương quan với độc tính: halothane được chuyển hóa nhiều nhất, sau đó là methoxyflurane> sevoflurane> enflurane> isoflurane> desflurane.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane, and sevoflurane are fluorinated inhaled anesthetics contraindicated in patients with variants in RYR1 and CACNA1S for volatile anesthetic agents and succinylcholine in the context of RYR1 or CACNA1S genotypes , the identification in a patient of 1 of the 50 variants in the RYR1 or CACNA1S genes reviewed here should lead to a presumption of malignant hyperthermia susceptibility (MHS). MHS can lead to life-threatening reactions to potent volatile anesthetic agents or succinylcholine.. These genes and variants are involved with the pharmacodynamics side effects of the drugs. Halothane, and to a lesser degree the other volatile anesthetics, have been associated with fatal hepatic necrosis. It is generally considered that the extent of metabolism correlates with the toxicity: halothane being the most extensively metabolized, then methoxyflurane > sevoflurane > enflurane > isoflurane > desflurane."
pgx_anesthetics_sevoflurane,sevoflurane,Thuốc gây mê,anesthetics,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC:
Người mang kiểu hình nãy vẫn có nguy cơ gặp phải bệnh tăng thân nhiệt ác tính. Chưa có bằng chứng khoa học nào chứng minh được tác động của di truyền lên nửa số ca mắc tăng thân nhiệt ác tính và đã bình phục.
Các kết quả lâm sàng, tiền sử gia đình, các xét nghiệm di truyền chuyên sâu hơn và các dữ liệu cận lâm sàng khác nên được sử dụng trong việc xem xét sử dụng các thuốc gây mê đường hô hấp dẫn chất halogen hay các thuốc giãn cơ khử cực.","CPIC:
This phenotype does not eliminate the chance that this patient is susceptible to malignant hyperthermia (MH). The genetic cause of about half of all MH survivors, with MH susceptibility confirmed by contracture testing, remains unknown.
Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane và sevoflurane là những thuốc gây mê hít được flo hóa chống chỉ định ở những bệnh nhân có các biến thể trong RYR1 và CACNA1S, theo hướng dẫn CPIC về các chất gây mê bay hơi và succinylcholine đối với gen RYR1 hoặc CACNA1S , ở một bệnh nhân có 1 trong số 50 biến thể của gen RYR1 hoặc CACNA1S được xem xét ở đây có thể dẫn đến tính nhạy cảm tăng thân nhiệt ác tính (MHS). MHS có thể dẫn đến các phản ứng đe dọa tính mạng đối với các chất gây mê bay hơi mạnh hoặc succinylcholine. Các gen và biến thể này có liên quan đến tác dụng phụ dược lực học của thuốc. Halothane, và ở mức độ thấp hơn các chất gây mê bay hơi khác, có liên quan đến hoại tử gan gây tử vong. Người ta thường coi mức độ chuyển hóa tương quan với độc tính: halothane được chuyển hóa nhiều nhất, sau đó là methoxyflurane> sevoflurane> enflurane> isoflurane> desflurane.","Desflurane, enflurane, halothane, isoflurane, methoxyflurane, and sevoflurane are fluorinated inhaled anesthetics contraindicated in patients with variants in RYR1 and CACNA1S for volatile anesthetic agents and succinylcholine in the context of RYR1 or CACNA1S genotypes , the identification in a patient of 1 of the 50 variants in the RYR1 or CACNA1S genes reviewed here should lead to a presumption of malignant hyperthermia susceptibility (MHS). MHS can lead to life-threatening reactions to potent volatile anesthetic agents or succinylcholine.. These genes and variants are involved with the pharmacodynamics side effects of the drugs. Halothane, and to a lesser degree the other volatile anesthetics, have been associated with fatal hepatic necrosis. It is generally considered that the extent of metabolism correlates with the toxicity: halothane being the most extensively metabolized, then methoxyflurane > sevoflurane > enflurane > isoflurane > desflurane."
pgx_antiemetics_antinauseants_dronabinol,dronabinol,Thuốc chống nôn,antiemetics antinauseants,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_antiemetics_antinauseants_ondansetron,ondansetron,Thuốc chống nôn,antiemetics antinauseants,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Bắt đầu điều trị với liều khởi đầu được khuyến cáo.","CPIC:
Initiate therapy with recommended starting dose.","Quá trình chuyển hoá của ondansetron được thực hiện bởi nhiều enzym, bao gồm CYP1A1, CYP1A2, CYP3A và CYP2D6. CYP2D6 có vai trò nhỏ trong quá trình hydroxyl hoá ondansetron, đóng góp khoảng 30% tổng chuyển hoá ondansetron. Sự biến đổi hoạt tính của CYP2D6 có ảnh hưởng đến quá trình dược động học của ondasetron, cuối cùng gây ra ảnh hưởng đến hiệu quả của thuốc. Kiểu hình CYP2D6 chuyển hoá siêu nhanh (UMs) làm giảm sự tiếp xúc với ondasetron và giảm đáp ứng với thuốc so với kiểu hình CYP2D6 chuyển hoá bình thường (NMs). Đáp ứng của người mang kiểu hình CYP2D6 chuyển hoá trung bình (IMs) và chuyến hoá kém (PMs) với ondansetron chưa thực sự rõ ràng. Một số nghiên cứu đã chỉ ra kiểu hình IMs và PMs làm tăng sự tiếp xúc với thuốc, tuy nhiên chưa có tác động đáng chú ý nào của những kiểu hình này đối với đáp ứng của bệnh nhân được ghi nhận.","The metabolism of ondansetron is carried out by multiple enzymes, including CYP1A1, CYP1A2, CYP3A and CYP2D6. CYP2D6 has a minor role in the hydroxylation of ondansetron, mediating approximately 30% of total ondansetron metabolism. Variation in CYP2D6 activity can impact on the pharmacokinetics of ondansetron, ultimately affecting its efficacy. CYP2D6 ultrarapid metabolizers (UMs) have decreased exposure and a reduced response to ondansetron compared to CYP2D6 normal metabolizers (NMs). The response of CYP2D6 intermediate and poor metabolizers (IMs and PMs) to ondansetron is less clear. While some work has indicated that IMs and PMs have an increased exposure to ondansetron, a notable effect of these phenotypes on a patient’s response has not been documented ."
pgx_antiemetics_antinauseants_palonosetron,palonosetron,Thuốc chống nôn,antiemetics antinauseants,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_antiemetics_antinauseants_tropisetron,tropisetron,Thuốc chống nôn,antiemetics antinauseants,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Bắt đầu điều trị với liều khởi đầu được khuyến cáo.","CPIC:
Initiate therapy with recommended starting dose.","Khoảng 91% chuyển hóa tropisetron được thực hiện bởi CYP2D6 với sự đóng góp nhỏ của CYP3A4. Sự thay đổi hoạt động của CYP2D6 có thể ảnh hưởng đến dược động học của tropisetron, cuối cùng ảnh hưởng đến hiệu quả của thuốc. Kiểu hình chuyển hóa siêu nhanh CYP2D6 (UM) làm giảm đáp ứng với tropisetron. Do đó, Hiệp hội Thực hiện Di truyền Dược lâm sàng (CPIC) đã xuất bản hướng dẫn lâm sàng cho tropisetron, khuyến cáo rằng ở kiểu hình chuyển hóa siêu nhanh UM CYP2D6 nên được kê đơn thuốc chống nôn thay thế, chẳng hạn như dolasetron. Phản ứng ở kiểu hình chuyển hóa trung bình và kém CYP2D6 (IM và PM) tropisetron ít rõ ràng hơn , ảnh hưởng đáng chú ý của những kiểu hình này đối với phản ứng của bệnh nhân chưa được ghi nhận.","Around 91% of tropisetron metabolism is carried out by CYP2D6 with a minor contribution from CYP3A4. Variation in CYP2D6 activity can impact on the pharmacokinetics of tropisetron, ultimately affecting drug efficacy. CYP2D6 ultrarapid metabolizers (UMs) have decreased exposure and a reduced response to tropisetron. As a result, the Clinical Pharmacogenetics Implementation Consortium (CPIC) have published a clinical guideline for tropisetron, advising that CYP2D6 UMs are prescribed alternative antiemetic medication, such as dolasetron. The response of CYP2D6 intermediate and poor metabolizers (IMs and PMs) tropisetron is less clear, a notable effect of these phenotypes on a patient’s response has not been documented."
pgx_antimalarials_quinine,quinine,Thuốc chống sốt rét,antimalarials,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_obstructive_airway_diseases_arformoterol,arformoterol,Thuốc điều trị tắc nghẽn đường thở,obstructive airway diseases,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_obstructive_airway_diseases_tiotropium bromide,tiotropium bromide,Thuốc điều trị tắc nghẽn đường thở,obstructive airway diseases,SỬ DỤNG BÌNH THƯỜNG,Normal,"FDA-approved drug label:
Sử dụng phác đồ điều trị tiêu chuẩn.","FDA-approved drug label:
Use standard therapy.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_obstructive_airway_diseases_umeclidinium bromide,umeclidinium bromide,Thuốc điều trị tắc nghẽn đường thở,obstructive airway diseases,SỬ DỤNG BÌNH THƯỜNG,Normal,"FDA-approved drug label:
Không có sự khác biệt về ý nghĩa lâm sàng liên quan đến mức độ phơi nhiễm với thuốc giữa những bệnh nhân chuyển hóa kém qua CYP2D6 và những bệnh nhân chuyển hóa trung bình, bình thường hoặc cực nhanh qua CYP2D6.
Sử dụng phác đồ điều trị tiêu chuẩn.","FDA-approved drug label:
There was no clinically meaningful difference in exposure to the drug between patients who were CYP2D6 poor metabolizers and those who were CYP2D6 intermediate, normal, or ultra-rapid metabolizers.
Use standard therapy.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_obstructive_airway_diseases_vilanterol/umeclidinium bromide,vilanterol/umeclidinium bromide,Thuốc điều trị tắc nghẽn đường thở,obstructive airway diseases,SỬ DỤNG BÌNH THƯỜNG,Normal,"Swissmedic (Switzerland) label:
Sử dụng phác đồ điều trị tiêu chuẩn.","Swissmedic (Switzerland) label:
Use standard therapy.",Thông tin này đang được cập nhật.,This information is being updated.
